1, 0.0000000000
10, 0.2000000000
100, 0.2500000000
1000, 0.2800000000
10000, 0.2500000000
100000, 0.2463200000
1000000, 0.2476060000
10000000, 0.2471989000
100000000, 0.2471131300
1, 0.0000000000
10, 0.2000000000
100, 0.1600000000
1000, 0.2300000000
10000, 0.2458000000
100000, 0.2450900000
1000000, 0.2482510000
10000000, 0.2469239000
100000000, 0.2470442500
1, 0.0000000000
10, 0.3000000000
100, 0.2400000000
1000, 0.2590000000
10000, 0.2429000000
100000, 0.2468700000
1000000, 0.2470670000
10000000, 0.2471739000
100000000, 0.2471143000
1, 0.0000000000
10, 0.3000000000
100, 0.2700000000
1000, 0.2630000000
10000, 0.2509000000
100000, 0.2466500000
1000000, 0.2469250000
10000000, 0.2471284000
100000000, 0.2470493400
1, 0.0000000000
10, 0.4000000000
100, 0.2400000000
1000, 0.2480000000
10000, 0.2568000000
100000, 0.2494200000
1000000, 0.2467880000
10000000, 0.2472540000
100000000, 0.2470701600
1, 0.0000000000
10, 0.1000000000
100, 0.2900000000
1000, 0.2450000000
10000, 0.2461000000
100000, 0.2444900000
1000000, 0.2461490000
10000000, 0.2469249000
100000000, 0.2470279900
1, 0.0000000000
10, 0.3000000000
100, 0.2800000000
1000, 0.2570000000
10000, 0.2523000000
100000, 0.2473300000
1000000, 0.2469730000
10000000, 0.2469430000
100000000, 0.2470165300
1, 0.0000000000
10, 0.2000000000
100, 0.2700000000
1000, 0.2520000000
10000, 0.2512000000
100000, 0.2493700000
1000000, 0.2470930000
10000000, 0.2471023000
100000000, 0.2470225600
1, 1.0000000000
10, 0.4000000000
100, 0.2400000000
1000, 0.2160000000
10000, 0.2485000000
100000, 0.2449300000
1000000, 0.2477360000
10000000, 0.2470177000
100000000, 0.2470872000
1, 0.0000000000
10, 0.1000000000
100, 0.2800000000
1000, 0.2650000000
10000, 0.2452000000
100000, 0.2490200000
1000000, 0.2471010000
10000000, 0.2471188000
100000000, 0.2470328100
