1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  0.000e+00
1000000,  4.000e-06
10000000,  4.300e-06
100000000,  4.200e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  0.000e+00
1000000,  3.000e-06
10000000,  3.000e-06
100000000,  3.530e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  0.000e+00
1000000,  4.000e-06
10000000,  4.300e-06
100000000,  3.700e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  1.000e-05
1000000,  1.000e-06
10000000,  3.300e-06
100000000,  3.730e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  0.000e+00
1000000,  3.000e-06
10000000,  4.200e-06
100000000,  3.910e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  2.000e-05
1000000,  2.000e-06
10000000,  2.800e-06
100000000,  3.850e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  0.000e+00
1000000,  1.000e-06
10000000,  3.000e-06
100000000,  4.570e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  1.000e-04
100000,  0.000e+00
1000000,  4.000e-06
10000000,  3.300e-06
100000000,  3.970e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  0.000e+00
1000000,  5.000e-06
10000000,  3.700e-06
100000000,  3.900e-06
1,  0.000e+00
10,  0.000e+00
100,  0.000e+00
1000,  0.000e+00
10000,  0.000e+00
100000,  0.000e+00
1000000,  3.000e-06
10000000,  4.400e-06
100000000,  3.450e-06
