6, 2
9, 1
10, 1
11, 2
12, 4
13, 3
14, 8
15, 12
16, 9
17, 8
18, 12
19, 19
20, 12
21, 22
22, 25
23, 28
24, 26
25, 42
26, 39
27, 39
28, 42
29, 58
30, 45
31, 68
32, 74
33, 72
34, 82
35, 92
36, 96
37, 94
38, 109
39, 101
40, 106
41, 110
42, 93
43, 129
44, 112
45, 134
46, 119
47, 143
48, 147
49, 135
50, 139
51, 120
52, 136
53, 161
54, 134
55, 159
56, 147
57, 133
58, 150
59, 134
60, 147
61, 146
62, 151
63, 167
64, 141
65, 143
66, 138
67, 152
68, 131
69, 149
70, 135
71, 115
72, 134
73, 133
74, 143
75, 134
76, 116
77, 115
78, 121
79, 109
80, 110
81, 109
82, 108
83, 114
84, 106
85, 90
86, 93
87, 104
88, 96
89, 78
90, 79
91, 73
92, 81
93, 82
94, 86
95, 68
96, 69
97, 63
98, 64
99, 69
100, 75
101, 74
102, 62
103, 49
104, 61
105, 61
106, 41
107, 49
108, 53
109, 67
110, 44
111, 46
112, 39
113, 48
114, 55
115, 37
116, 25
117, 30
118, 30
119, 36
120, 29
121, 22
122, 23
123, 24
124, 32
125, 25
126, 20
127, 19
128, 14
129, 17
130, 22
131, 18
132, 21
133, 12
134, 15
135, 17
136, 8
137, 6
138, 9
139, 15
140, 18
141, 11
142, 14
143, 13
144, 8
145, 12
146, 7
147, 7
148, 12
149, 11
150, 8
151, 9
152, 9
153, 8
154, 7
155, 5
156, 6
157, 2
158, 6
159, 6
160, 3
161, 2
162, 5
163, 2
164, 7
165, 5
166, 1
167, 4
168, 2
169, 6
170, 7
171, 1
172, 3
173, 1
174, 5
175, 3
176, 3
177, 1
178, 1
179, 4
180, 2
181, 1
182, 3
183, 2
184, 1
185, 4
186, 3
187, 1
188, 2
189, 2
190, 2
191, 3
193, 1
195, 2
196, 1
197, 1
201, 1
202, 1
204, 1
205, 1
206, 1
207, 2
208, 1
211, 1
216, 1
218, 2
219, 1
223, 1
226, 1
231, 1
232, 1
237, 1
246, 2
251, 1
280, 1
305, 1
450, 1
