1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  2.00000e-05
1000000,  7.80000e-05
10000000,  6.76000e-05
100000000,  6.55700e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  1.00000e-03
10000,  0.00000e+00
100000,  8.00000e-05
1000000,  6.20000e-05
10000000,  6.34000e-05
100000000,  6.38700e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  2.00000e-04
100000,  7.00000e-05
1000000,  7.60000e-05
10000000,  5.57000e-05
100000000,  6.46000e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  1.10000e-04
1000000,  6.80000e-05
10000000,  6.46000e-05
100000000,  6.39500e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  2.00000e-04
100000,  7.00000e-05
1000000,  5.40000e-05
10000000,  6.59000e-05
100000000,  6.49300e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  8.00000e-05
1000000,  6.60000e-05
10000000,  6.11000e-05
100000000,  6.27200e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  1.00000e-04
100000,  3.00000e-05
1000000,  5.40000e-05
10000000,  6.37000e-05
100000000,  6.41400e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  1.00000e-04
1000000,  6.30000e-05
10000000,  6.56000e-05
100000000,  6.39000e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  2.00000e-04
100000,  1.00000e-04
1000000,  7.20000e-05
10000000,  5.91000e-05
100000000,  6.34400e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  3.00000e-04
100000,  6.00000e-05
1000000,  6.80000e-05
10000000,  6.60000e-05
100000000,  6.33600e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  6.00000e-05
1000000,  7.00000e-05
10000000,  6.24000e-05
100000000,  6.42500e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  1.00000e-04
100000,  7.00000e-05
1000000,  5.00000e-05
10000000,  6.17000e-05
100000000,  6.42400e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  1.00000e-04
100000,  4.00000e-05
1000000,  5.50000e-05
10000000,  6.22000e-05
100000000,  6.53300e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  1.00000e-04
100000,  6.00000e-05
1000000,  8.00000e-05
10000000,  6.48000e-05
100000000,  6.41400e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  1.00000e-04
1000000,  8.20000e-05
10000000,  6.67000e-05
100000000,  6.47900e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  6.00000e-05
1000000,  7.80000e-05
10000000,  6.63000e-05
100000000,  6.40700e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  1.00000e-04
100000,  6.00000e-05
1000000,  7.50000e-05
10000000,  6.53000e-05
100000000,  6.50200e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  4.00000e-05
1000000,  7.00000e-05
10000000,  5.78000e-05
100000000,  6.30700e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  5.00000e-05
1000000,  5.80000e-05
10000000,  6.58000e-05
100000000,  6.51300e-05
1,  0.00000e+00
10,  0.00000e+00
100,  0.00000e+00
1000,  0.00000e+00
10000,  0.00000e+00
100000,  9.00000e-05
1000000,  6.10000e-05
10000000,  6.37000e-05
100000000,  6.33300e-05
