Count,Probability,Actual,
1,0.0000E+00,2.44141E-04,
10,0.0000E+00,2.44141E-04,
100,0.0000E+00,2.44141E-04,
1000,5.00E-05,2.44141E-04,
10000,2.75E-04,2.44141E-04,
100000,2.47E-04,2.44141E-04,
1000000,2.4420E-04,2.44141E-04,
10000000,2.4514E-04,2.44141E-04,
100000000,2.4431E-04,2.44141E-04,
