Count,Probability,Actual,
1,0.0000E+00,3.81470E-06,
10,0.0000E+00,3.81470E-06,
100,0.0000E+00,3.81470E-06,
1000,0.0000E+00,3.81470E-06,
10000,0.0000E+00,3.81470E-06,
100000,1.5000E-06,3.81470E-06,
1000000,3.70E-06,3.81470E-06,
10000000,3.9150E-06,3.81470E-06,
100000000,3.8090E-06,3.81470E-06,
