Poin Count,Result,Actual
10,543.0533,530.929
100,529.7587,530.929
1000,532.2824,530.929
10000,531.221,530.929
100000,530.9944,530.929
1000000,530.84,530.929
10000000,530.7583,530.929
100000000,530.7739,530.929
