0 12
1 16
2 13
3 15
4 16
5 20
6 14
7 11
8 11
9 18
10 13
11 16
12 13
13 21
14 18
15 20
16 17
17 9
18 18
19 17
20 14
21 20
22 12
23 18
24 18
25 21
26 18
27 13
28 14
29 12
