 3  5
 3 10
 3 20
 3 28
 3 35
 3 42
 3 46
 3 47
 5 10
 5 20
 5 28
 5 35
 5 42
 5 44
 5 46
 5 47
10 20
10 28
10 35
10 42
10 46
10 47
20 28
20 35
20 42
20 44
20 46
20 47
28 35
28 42
28 44
28 46
28 47
35 42
35 44
35 46
35 47
42 44
42 46
42 47
44 46
44 47
46 47
