100, 328.000, 314.159
1000, 318.800, 314.159
10000, 314.760, 314.159
100000, 314.856, 314.159
1000000, 314.143, 314.159
10000000, 314.052, 314.159
100000000, 314.131, 314.159
10, 320.000, 314.159
100, 288.000, 314.159
1000, 313.600, 314.159
10000, 313.200, 314.159
100000, 314.440, 314.159
1000000, 314.172, 314.159
10000000, 314.211, 314.159
100000000, 314.147, 314.159
10, 360.000, 314.159
100, 296.000, 314.159
1000, 325.600, 314.159
10000, 314.760, 314.159
100000, 313.620, 314.159
1000000, 314.237, 314.159
10000000, 314.126, 314.159
100000000, 314.135, 314.159
10, 320.000, 314.159
100, 320.000, 314.159
1000, 322.400, 314.159
10000, 314.880, 314.159
100000, 313.248, 314.159
1000000, 314.410, 314.159
10000000, 314.159, 314.159
100000000, 314.121, 314.159
10, 360.000, 314.159
100, 336.000, 314.159
1000, 312.400, 314.159
10000, 313.240, 314.159
100000, 314.688, 314.159
1000000, 314.483, 314.159
10000000, 314.180, 314.159
100000000, 314.117, 314.159
10, 320.000, 314.159
100, 324.000, 314.159
1000, 322.000, 314.159
10000, 313.600, 314.159
100000, 315.096, 314.159
1000000, 314.191, 314.159
10000000, 314.145, 314.159
100000000, 314.149, 314.159
10, 320.000, 314.159
100, 272.000, 314.159
1000, 313.200, 314.159
10000, 312.960, 314.159
100000, 313.268, 314.159
1000000, 314.220, 314.159
10000000, 314.154, 314.159
100000000, 314.154, 314.159
10, 400.000, 314.159
100, 316.000, 314.159
1000, 312.800, 314.159
10000, 316.480, 314.159
100000, 313.528, 314.159
1000000, 314.062, 314.159
10000000, 314.240, 314.159
100000000, 314.170, 314.159
10, 240.000, 314.159
100, 316.000, 314.159
1000, 312.000, 314.159
10000, 316.000, 314.159
100000, 314.752, 314.159
1000000, 314.013, 314.159
10000000, 314.143, 314.159
100000000, 314.162, 314.159
10, 320.000, 314.159
100, 332.000, 314.159
1000, 311.600, 314.159
10000, 315.560, 314.159
100000, 314.744, 314.159
1000000, 314.437, 314.159
10000000, 314.081, 314.159
100000000, 314.145, 314.159
10, 240.000, 314.159
100, 324.000, 314.159
1000, 308.400, 314.159
10000, 317.320, 314.159
100000, 314.876, 314.159
1000000, 314.166, 314.159
10000000, 314.218, 314.159
100000000, 314.166, 314.159
10, 320.000, 314.159
100, 348.000, 314.159
1000, 322.400, 314.159
10000, 315.760, 314.159
100000, 313.572, 314.159
1000000, 314.433, 314.159
10000000, 314.235, 314.159
100000000, 314.146, 314.159
10, 360.000, 314.159
100, 308.000, 314.159
1000, 316.000, 314.159
10000, 315.480, 314.159
100000, 313.840, 314.159
1000000, 314.149, 314.159
10000000, 314.164, 314.159
100000000, 314.152, 314.159
10, 320.000, 314.159
100, 336.000, 314.159
1000, 319.600, 314.159
10000, 314.040, 314.159
100000, 314.780, 314.159
1000000, 314.027, 314.159
10000000, 314.092, 314.159
100000000, 314.161, 314.159
10, 320.000, 314.159
100, 344.000, 314.159
1000, 313.200, 314.159
10000, 316.840, 314.159
100000, 314.608, 314.159
1000000, 314.584, 314.159
10000000, 314.178, 314.159
100000000, 314.173, 314.159
10, 400.000, 314.159
100, 332.000, 314.159
1000, 315.600, 314.159
10000, 317.560, 314.159
100000, 314.156, 314.159
1000000, 314.008, 314.159
10000000, 314.193, 314.159
100000000, 314.127, 314.159
10, 320.000, 314.159
100, 308.000, 314.159
1000, 308.000, 314.159
10000, 313.840, 314.159
100000, 313.112, 314.159
1000000, 314.159, 314.159
10000000, 314.121, 314.159
100000000, 314.143, 314.159
10, 280.000, 314.159
100, 316.000, 314.159
1000, 309.200, 314.159
10000, 312.320, 314.159
100000, 314.804, 314.159
1000000, 314.090, 314.159
10000000, 314.100, 314.159
100000000, 314.146, 314.159
10, 320.000, 314.159
100, 332.000, 314.159
1000, 320.400, 314.159
10000, 314.320, 314.159
100000, 314.164, 314.159
1000000, 313.969, 314.159
10000000, 314.203, 314.159
100000000, 314.159, 314.159
10, 320.000, 314.159
100, 312.000, 314.159
1000, 306.400, 314.159
10000, 314.760, 314.159
100000, 314.184, 314.159
1000000, 314.042, 314.159
10000000, 314.024, 314.159
100000000, 314.159, 314.159
10, 280.000, 314.159
100, 328.000, 314.159
1000, 316.000, 314.159
10000, 310.040, 314.159
100000, 314.288, 314.159
1000000, 314.291, 314.159
10000000, 314.155, 314.159
100000000, 314.152, 314.159
10, 400.000, 314.159
100, 308.000, 314.159
1000, 312.400, 314.159
10000, 316.760, 314.159
100000, 313.916, 314.159
1000000, 314.000, 314.159
10000000, 314.177, 314.159
100000000, 314.150, 314.159
10, 320.000, 314.159
100, 328.000, 314.159
1000, 320.000, 314.159
10000, 313.800, 314.159
100000, 313.420, 314.159
1000000, 314.406, 314.159
10000000, 314.118, 314.159
100000000, 314.152, 314.159
10, 320.000, 314.159
100, 300.000, 314.159
1000, 307.600, 314.159
10000, 315.600, 314.159
100000, 313.900, 314.159
1000000, 314.108, 314.159
10000000, 314.114, 314.159
100000000, 314.117, 314.159
10, 320.000, 314.159
100, 332.000, 314.159
1000, 312.800, 314.159
10000, 315.880, 314.159
100000, 314.136, 314.159
1000000, 314.176, 314.159
10000000, 313.995, 314.159
100000000, 314.165, 314.159
10, 240.000, 314.159
100, 348.000, 314.159
1000, 314.800, 314.159
10000, 315.800, 314.159
100000, 314.460, 314.159
1000000, 314.065, 314.159
10000000, 314.148, 314.159
100000000, 314.140, 314.159
10, 320.000, 314.159
100, 296.000, 314.159
1000, 312.400, 314.159
10000, 313.360, 314.159
100000, 314.328, 314.159
1000000, 314.158, 314.159
10000000, 314.191, 314.159
100000000, 314.146, 314.159
10, 360.000, 314.159
100, 324.000, 314.159
1000, 324.000, 314.159
10000, 315.000, 314.159
100000, 314.268, 314.159
1000000, 314.067, 314.159
10000000, 314.105, 314.159
100000000, 314.147, 314.159
10, 280.000, 314.159
100, 316.000, 314.159
1000, 322.400, 314.159
10000, 314.880, 314.159
100000, 314.496, 314.159
1000000, 313.880, 314.159
10000000, 314.204, 314.159
100000000, 314.150, 314.159
