10, 400.000, 314.159
100, 312.000, 314.159
1000, 309.200, 314.159
10000, 316.440, 314.159
100000, 314.192, 314.159
1000000, 314.376, 314.159
10000000, 314.152, 314.159
100000000, 314.118, 314.159
10, 360.000, 314.159
100, 308.000, 314.159
1000, 308.800, 314.159
10000, 314.680, 314.159
100000, 314.700, 314.159
1000000, 314.221, 314.159
10000000, 314.068, 314.159
100000000, 314.142, 314.159
10, 320.000, 314.159
100, 320.000, 314.159
1000, 317.600, 314.159
10000, 313.200, 314.159
100000, 313.200, 314.159
1000000, 314.384, 314.159
10000000, 314.158, 314.159
100000000, 314.136, 314.159
10, 360.000, 314.159
100, 316.000, 314.159
1000, 318.800, 314.159
10000, 314.560, 314.159
100000, 313.840, 314.159
1000000, 314.072, 314.159
10000000, 314.226, 314.159
100000000, 314.163, 314.159
10, 360.000, 314.159
100, 284.000, 314.159
1000, 308.400, 314.159
10000, 314.360, 314.159
100000, 314.416, 314.159
1000000, 314.179, 314.159
10000000, 314.232, 314.159
100000000, 314.144, 314.159
10, 320.000, 314.159
100, 316.000, 314.159
1000, 318.000, 314.159
10000, 315.360, 314.159
100000, 313.584, 314.159
1000000, 314.350, 314.159
10000000, 314.127, 314.159
100000000, 314.138, 314.159
10, 320.000, 314.159
100, 324.000, 314.159
1000, 300.800, 314.159
10000, 313.160, 314.159
100000, 314.156, 314.159
1000000, 314.363, 314.159
10000000, 314.122, 314.159
100000000, 314.163, 314.159
10, 360.000, 314.159
100, 328.000, 314.159
1000, 317.600, 314.159
10000, 313.000, 314.159
100000, 314.344, 314.159
1000000, 314.352, 314.159
10000000, 314.082, 314.159
100000000, 314.172, 314.159
10, 240.000, 314.159
100, 276.000, 314.159
1000, 306.400, 314.159
10000, 313.600, 314.159
100000, 314.056, 314.159
1000000, 314.339, 314.159
10000000, 314.148, 314.159
100000000, 314.159, 314.159
10, 280.000, 314.159
100, 300.000, 314.159
1000, 316.800, 314.159
10000, 315.320, 314.159
100000, 315.452, 314.159
1000000, 314.117, 314.159
10000000, 314.192, 314.159
100000000, 314.110, 314.159
10, 360.000, 314.159
100, 308.000, 314.159
1000, 307.200, 314.159
10000, 313.000, 314.159
100000, 315.568, 314.159
1000000, 314.125, 314.159
10000000, 314.120, 314.159
100000000, 314.154, 314.159
10, 240.000, 314.159
